Mesh_UI	Mesh_eng	Mesh_swe
D019596	Wolves	Vargar
D019597	Flax	Lin
D019599	Mossy Fibers, Hippocampal	
D019600	Neuropil Threads	Neuropiltrådar
D019601	Pacific States	Stillahavsstaterna, USA
D019602	Food and Beverages	Mat och dryck
D019603	Thermoplasmales	Thermoplasmales
D019605	Euryarchaeota	Euryarchaeota
D019606	Phosphoamino Acids	Fosfoaminosyror
D019607	Brassicaceae	Brassicaceae
D019608	Archaeoglobales	Archaeoglobales
D019609	Archaeoglobus	Archaeoglobus
D019610	Cytoprotection	Cellskydd
D019611	Archaeoglobus fulgidus	Archaeoglobus fulgidus
D019612	Fagopyrum	Fagopyrum
D019613	Haloarcula	Haloarcula
D019614	Haloarcula marismortui	Haloarcula marismortui
D019615	Crenarchaeota	Crenarchaeota
D019616	Thoracic Surgical Procedures	Toraxkirurgiska tekniker
D019617	Halobacterium salinarum	Halobacterium salinarum
D019619	Thermoproteales	Thermoproteales
D019620	Desulfurococcaceae	Desulfurococcaceae
D019621	Haloferax	Haloferax
D019622	Haloferax volcanii	Haloferax volcanii
D019623	Haloferax mediterranei	Haloferax mediterranei
D019624	Thermoproteaceae	Thermoproteaceae
D019625	Halococcus	Halococcus
D019633	Natronobacterium	Natronobacterium
D019634	Natronococcus	Natronococcus
D019635	Neurosurgical Procedures	Neurokirurgiska tekniker
D019636	Neurodegenerative Diseases	Neurodegenerativa sjukdomar
D019637	Orthopedic Procedures	Ortopediska tekniker
D019638	Methanomicrobiaceae	Methanomicrobiaceae
D019639	Methanospirillum	Methanospirillum
D019640	Methanosarcinales	Methanosarcinales
D019641	DNA, Archaeal	Arke-DNA
D019642	RNA, Archaeal	Arke-RNA
D019643	Arthroplasty, Replacement	Ledplastik
D019644	Arthroplasty, Replacement, Hip	Höftledsplastik
D019645	Arthroplasty, Replacement, Knee	Knäledsplastik
D019646	Decompression, Explosive	Dekompression, explosiv
D019647	Oral Surgical Procedures	Oralkirurgiska tekniker
D019648	Foods, Specialized	Specialkost
D019649	Food Industry	Livsmedelsindustri
D019650	Hematopoietic Stem Cell Mobilization	Blodstamcellsmobilisering
D019651	Reconstructive Surgical Procedures	Rekonstruktivkirurgiska tekniker
D019652	Extraction and Processing Industry	Utvinnings- och förädlingsindustri
D019653	Myeloablative Agonists	Myeloablativa stimulerare
D019654	Lens Implantation, Intraocular	Linsimplantation, intraokulär
D019655	Quantitative Trait, Heritable	
D019656	Loss of Heterozygosity	Heterozygot, förlust av
D019657	Solanaceae	Solanaceae
D019658	Linaceae	Linaceae
D019659	Asteraceae	Asteraceae
D019660	Malvaceae	Malva
D019661	Apiaceae	Persiljeväxter
D019662	Cucurbitaceae	Cucurbitaceae
D019663	Chenopodiaceae	Chenopodiaceae
D019664	Polygonaceae	Polygonaceae
D019665	Euphorbiaceae	Euphorbiaceae
D019666	Rubiaceae	Rubiaceae
D019668	Liliaceae	Liliaceae
D019669	Plant Families and Groups	Växtfamiljer och grupper
D019672	Genes, T-Cell Receptor	Gener, T-cellreceptor
D019673	Genes, T-Cell Receptor alpha	Gener, T-cellreceptor alfa
D019674	Genes, T-Cell Receptor beta	Gener, T-cellreceptor beta
D019675	Genes, T-Cell Receptor gamma	Gener, T-cellreceptor gamma
D019676	Genes, T-Cell Receptor delta	Gener, T-cellreceptor delta
D019677	Artificial Gene Fusion	Artificiell genfusion
D019679	Kininogen, High-Molecular-Weight	Kininogen, högmolekylärt
D019680	Trinucleotide Repeat Expansion	
D019681	Gymnosperms	Nakenfröiga växter
D019683	Penetrance	Penetrans
D019684	Angiosperms	Gömfröiga växter
D019685	Rosales	Rosales
D019686	Lamiaceae	Lamiaceae
D019687	Uterine Inversion	Livmoderinversion
D019688	Gram-Negative Oxygenic Photosynthetic Bacteria	Gramnegativa bakterier med fotosyntetisk syreproduktion
D019690	Technetium Tc 99m Exametazime	Teknetium Tc 99m-exametazim
D019691	Prochloron	Prochloron
D019692	Prochlorothrix	Prochlorothrix
D019693	Hepatitis, Autoimmune	Hepatit, autoimmun
D019694	Hepatitis B, Chronic	Hepatit B, kronisk
D019695	Glycyrrhizic Acid	Lakritssyra
D019696	Peptidylprolyl Isomerase	Peptidylprolylisomeras
D019697	Onions	Lökar
D019698	Hepatitis C, Chronic	Hepatit C, kronisk
D019699	Thrombospondins	Trombospondiner
D019700	Thrombospondin 1	Trombospondin 1
D019701	Hepatitis D, Chronic	Hepatit D, kronisk
D019702	Hepatitis, Chronic, Drug-Induced	Hepatit, kronisk, läkemedelsframkallad
D019703	Calcineurin	Kalcineurin
D019704	Protein Disulfide-Isomerase	Proteindisulfidisomeras
D019706	Excitatory Postsynaptic Potentials	Excitatoriska postsynaptiska potentialer
D019707	Receptors, Chemokine	Kemokinreceptorer
D019708	Korarchaeota	Korarchaeota
D019709	Thermococcales	Thermococcales
D019710	Thermococcaceae	Thermococcaceae
D019711	Pyrococcus	Pyrococcus
D019712	Thermococcus	Thermococcus
D019713	Receptors, CCR5	CCR5-receptorer
D019714	Tissue Inhibitor of Metalloproteinases	TIMP
D019715	Tissue Inhibitor of Metalloproteinase-1	TIMP-1
D019716	Tissue Inhibitor of Metalloproteinase-2	TIMP-2
D019717	Tissue Inhibitor of Metalloproteinase-3	TIMP-3
D019718	Receptors, CXCR4	CXCR4-receptorer
D019719	Diagnostic Equipment	Diagnostisk utrustning
D019720	Otoscopes	Otoskoper
D019721	Ophthalmoscopes	Oftalmoskoper
D019722	Sphygmomanometers	Sfygmomanometrar
D019723	Endoscopes	Endoskop
D019724	Presumed Consent	Förmodat samtycke
D019726	Patient Self-Determination Act	
D019727	Proxy	Patientombud
D019728	Kininogen, Low-Molecular-Weight	Kininogen, lågmolekylärt
D019729	Carbon-Oxygen Ligases	Kol-syreligaser
D019730	Carbon-Sulfur Ligases	Kol-svavelligaser
D019731	Carbon-Nitrogen Ligases	Kol-kväveligaser
D019732	Amide Synthases	Amidsyntaser
D019733	Carbon-Nitrogen Ligases with Glutamine as Amide-N-Donor	Kol-kväveligaser med glutamin som amid-N-givare
D019735	Carbon-Carbon Ligases	Kol-kolligaser
D019736	Prostheses and Implants	Proteser och implantat
D019737	Transplants	Transplantat
D019738	Surgically-Created Structures	Kirurgiska rekonstruktioner
D019739	Skeletal Muscle Ventricle	Skelettmuskelventrikel
D019740	Stomas	Stomier
D019741	Haemophilus influenzae type b	Haemophilus influenzae typ b
D019742	Chemokines, CC	CC-kemokiner
D019743	Chemokines, CXC	CXC-kemokiner
D019744	Chemokines, C	C-kemokiner
D019745	cis-trans-Isomerases	cis-trans-isomeraser
D019746	Intramolecular Oxidoreductases	Intramolekylära oxidoreduktaser
D019747	Aldose-Ketose Isomerases	Aldos-ketosisomeraser
D019748	Carbon-Carbon Double Bond Isomerases	Kol-koldubbelbindingsisomeraser
D019749	Sulfur-Sulfur Bond Isomerases	
D019751	Intramolecular Transferases	Intramolekylära transferaser
D019753	Intramolecular Lyases	Intramolekylära lyaser
D019755	Carbon-Carbon Lyases	Kol-kollyaser
D019757	Carbon-Oxygen Lyases	Kol-syrelyaser
D019759	Carbon-Nitrogen Lyases	Kol-kvävelyaser
D019760	Amidine-Lyases	Amidinlyaser
D019761	Phosphorus-Oxygen Lyases	P-O-lyaser
D019763	Heparin Lyase	Heparinlyas
D019764	Phosphoenolpyruvate Carboxykinase (ATP)	Fosfoenolpyruvatkarboxykinas (ATP)
D019765	Chondroitin ABC Lyase	Kondroitin-ABC-lyas
D019766	Genes, Archaeal	Arkegener
D019767	Maxillofacial Abnormalities	Ansiktsmissbildningar
D019770	Lauraceae	Lauraceae
D019771	Axotomy	Axotomi
D019772	Topotecan	Topotecan
D019773	Epiretinal Membrane	Epiretinalmembran
D019774	Blood Coagulation Factor Inhibitors	Blodkoagulationsfaktorhämmare
D019779	Salmonella enterica	Salmonella enterica
D019780	Technetium Tc 99m Lidofenin	Teknetium Tc 99m-lidofenin
D019781	Corneal Topography	Hornhinnetopografi
D019782	Riluzole	Riluzol
D019783	Technetium Tc 99m Dimercaptosuccinic Acid	99mTc-DMSA
D019784	Technetium Tc 99m Diethyl-iminodiacetic Acid	99mTc-EHIDA
D019785	Technetium Tc 99m Disofenin	Teknetium Tc 99m-disofenin
D019786	Gadolinium DTPA	Gadolinium-DTPA
D019787	Linoleic Acid	Linolsyra
D019788	Fluorodeoxyglucose F18	Fluoro-18-2-deoxi-D-glukos
D019789	Tetraethylammonium	Tetraetylammonium
D019791	Guanidine	Guanidin
D019793	Fluorescein	Fluorescein
D019794	2,3-Diphosphoglycerate	2,3-difosfoglycerat
D019796	15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid	15-hydroxi-11-alfa,9-alfa-(epoxymetano)prosta-5,13-diensyra
D019797	3-Iodobenzylguanidine	3-jodbensylguanidin
D019798	Neopterin	Neopterin
D019800	Phenol	Fenol
D019802	Succinic Acid	Bärnstenssyra
D019803	Glutathione Disulfide	Glutationdisulfid
D019804	Mesalamine	Mesalamin
D019805	alpha-Methyltyrosine	Alfametyltyrosin
D019806	Cromakalim	Cromakalim
D019807	Iodoacetic Acid	Jodättiksyra
D019808	Losartan	Losartan
D019809	Streptavidin	Streptavidin
D019810	Sodium Azide	Natriumazid
D019811	Hydroxylamine	Hydroxylamin
D019812	Heparan Sulfate Proteoglycans	Heparansulfatproteoglykaner
D019813	1,2-Dimethylhydrazine	1,2-dimetylhydrazin
D019814	Myristic Acid	Myristinsyra
D019815	Oxalic Acid	Oxalsyra
D019816	Oxalic Acids	Oxalsyror
D019817	Benzoic Acid	Bensoesyra
D019818	Clavulanic Acid	Klavulansyra
D019819	Budesonide	Budesonid
D019820	Xanthine	Xantin
D019821	Simvastatin	Simvastatin
D019822	Succinic Acids	Bärnstenssyror
D019824	beta-MSH	beta-MSH
D019825	gamma-MSH	gamma-MSH
D019826	Cholic Acid	Cholsyra
D019829	Nevirapine	Nevirapin
D019830	Adenosine-5'-(N-ethylcarboxamide)	Adenosin-5´-(N-etylkarboxamid)
D019831	Sodium-Calcium Exchanger	
D019832	N-Methylscopolamine	N-metylskopolamin
D019833	Genistein	Genistein
D019835	FMRFamide	FMRFamid
D019836	Preimplantation Diagnosis	Preimplantatorisk diagnos
D019837	Ryanodine Receptor Calcium Release Channel	
D019838	Neck Injuries	Nackskador
D019840	2-Propanol	2-propanol
D019841	Defecography	Defekografi
D019842	Ciliary Arteries	Cilieartärer
D019843	Archaeal Proteins	Arkeproteiner
D019844	Antibodies, Archaeal	Arkeantikroppar
D019845	Antigens, Archaeal	Arkeantigener
D019846	Miller Fisher Syndrome	Miller Fishers syndrom
D019847	Chromosomes, Archaeal	Arkekromosomer
D019848	Gene Expression Regulation, Archaeal	Reglering av genuttryck, arkeisk
D019849	Sex Determination (Genetics)	Könsbestämning (Genetik)
D019850	Heptanol	Heptanol
D019851	Thrombophilia	Trombofili
D019852	Diacylglycerol Kinase	Diacylglycerolkinas
D019853	O(6)-Methylguanine-DNA Methyltransferase	O(6)-metylguanin-DNA-metyltransferas
D019855	Ethylene Glycol	Etylenglykol
D019856	Ethanolamine	Etanolamin
D019857	Osteogenesis, Distraction	Distraktionsosteogenes
D019858	Enteroendocrine Cells	Enteroendokrina celler
D019859	Proto-Oncogene Proteins c-met	Protonkogenproteiner c-met
D019860	Lymphocyte Specific Protein Tyrosine Kinase p56(lck)	
D019861	Enterochromaffin-like Cells	Enterokromaffinliknande celler
D019862	Zingiberales	Zingiberales
D019863	Gastrin-Secreting Cells	Gastrinproducerande celler
D019864	Somatostatin-Secreting Cells	Somatostatinproducerandeceller
D019867	Anti-Glomerular Basement Membrane Disease	Anti-GBM-sjukdom
D019868	Kanamycin Kinase	Kanamycinkinas
D019869	1-Phosphatidylinositol 3-Kinase	1-fosfatidylinositol-3-kinas
D019870	1-Phosphatidylinositol 4-Kinase	1-fosfatidylinositol-4-kinas
D019871	Dyskeratosis Congenita	Dyskeratos, medfödd
D019872	Chief Cells, Gastric	Magsäckens zymogenceller
D019873	Schnitzler Syndrome	Schnitzlers syndrom
D019875	One-Carbon Group Transferases	
D019876	Sports Equipment	Idrottsutrustning
D019877	Hydroxymethyl and Formyl Transferases	Hydroximetyl- och formyltransferaser
D019878	Carboxyl and Carbamoyl Transferases	Karboxyl- och karbamoyltransferaser
D019879	Paneth Cells	Panethceller
D019880	Aldehyde-Ketone Transferases	Aldehyd-ketontransferaser
D019881	Aminoacyltransferases	Aminoacyltransferaser
D019882	Blepharoplasty	Blefaroplastik
D019883	Alkyl and Aryl Transferases	Alkyl- och aryltransferaser
D019884	Nitrogenous Group Transferases	Kvävegruppstransferaser
D019885	Sulfur Group Transferases	
D019886	Gastrin-Releasing Peptide	Gastrinfrisättande peptid
D019887	Peanut Agglutinin	Jordnöttsagglutinin
D019888	Nelfinavir	Nelfinavir
D019891	Leukopoiesis	Leukopoes
D019892	eIF-2 Kinase	eIF-2-kinas
D019893	Ribosomal Protein S6 Kinases	Ribosomprotein-S6-kinaser
D019894	Peptide YY	Peptid YY
D019895	Transposases	Transposaser
D019896	alpha 1-Antitrypsin Deficiency	Alfa 1-antitrypsinbrist
D019897	Periplasm	Periplasma
D019898	Autocrine Communication	Autokrin kommunikation
D019899	Paracrine Communication	Parakrin kommunikation
D019900	3,4-Dichloro-N-methyl-N-(2-(1-pyrrolidinyl)-cyclohexyl)-benzeneacetamide, (trans)-Isomer	U-50488
D019901	Locus Control Region	LCR
D019902	Chondrocytes	Broskceller
D019904	Polymethyl Methacrylate	Polymetylmetakrylat
D019905	Benzyl Alcohol	Bensylalkohol
D019906	Nuclear Magnetic Resonance, Biomolecular	Nukleär magnetisk resonans, biomolekular
D019907	Mycobacterium fortuitum	Mycobacterium fortuitum
D019908	Proto-Oncogene Proteins c-raf	Protonkogenproteiner c-raf
D019909	Mycobacterium kansasii	Mycobacterium kansasii
D019910	Mycobacterium marinum	Mycobacterium marinum
D019911	Mycobacterium ulcerans	Mycobacterium ulcerans
D019912	Mycobacterium xenopi	Mycobacterium xenopi
D019913	Nuclear Localization Signals	
D019914	Taq Polymerase	Taq-polymeras
D019915	DNA Primase	DNA-primas
D019916	Choline-Phosphate Cytidylyltransferase	Kolin-fosfat-cytidylyltransferas
D019917	Blood Vessel Prosthesis Implantation	Blodkärlsprotesimplantation
D019918	Heart Valve Prosthesis Implantation	Hjärtklaffprotesimplantation
D019919	Prosthesis Implantation	Protesimplantation
D019920	Photoaffinity Labels	Fotoaffinitetsmarkörer
D019921	Biotinylation	Biotinylering
D019922	GAP-43 Protein	GAP-43-protein
D019923	Capsulorhexis	Kapsulotomi
D019924	Embryo Disposition	Embryoanvändning
D019925	Cyclin A	Cyklin A
D019926	Cyclin B	Cyklin B
D019927	Cyclin E	Cyklin E
D019928	Breast Implantation	Bröstimplantation
D019929	Cochlear Implantation	Kokleaimplantation
D019930	Mandibular Prosthesis Implantation	Underkäksprotesimplantation
D019931	Maxillofacial Prosthesis Implantation	Ansiktsprotesimplantation
D019933	Ossicular Replacement	Hörselbensplastik
D019934	International Normalized Ratio	INR
D019935	Penile Implantation	Penisimplantation
D019936	Probiotics	Probiotika
D019937	Diagnostic Techniques and Procedures	Diagnostiska tekniker och metoder
D019938	Cyclin D1	Cyklin D1
D019940	Genes, bcl-1	bcl-1-gener
D019941	Cyclin-Dependent Kinase Inhibitor p16	Cyklinberoendekinashämmare p16
D019942	Genes, p16	p16-gener
D019943	Amino Acid Substitution	Aminosyrasubstitution
D019946	Propylene Glycol	Propylenglykol
D019947	Receptors, Interleukin-6	Interleukin-6-receptorer
D019948	Receptors, Interleukin-4	Interleukin-4-receptorer
D019950	Mitogen-Activated Protein Kinase 1	p42 MAP-kinas
D019951	DNA Polymerase beta	DNA-polymeras-beta
D019952	Mental Disorders Diagnosed in Childhood	Psykiska störningar diagnostiserade i barndomen
D019954	Neurobehavioral Manifestations	Kognitiva manifestationer
D019955	Conduct Disorder	Avvikande beteende
D019956	Stereotypic Movement Disorder	Stereotyp rörelsestörning
D019957	Motor Skills Disorders	Motoriska färdigheter, rubbningar
D019958	Attention Deficit and Disruptive Behavior Disorders	Uppmärksamhets- och beteendestörningar
D019959	Feeding and Eating Disorders of Childhood	Matnings- och ätstörningar hos barn
D019960	Elimination Disorders	Eliminationsstörningar
D019962	Reactive Attachment Disorder	Reaktiv kontaktstörning
D019963	Clinical Chemistry Tests	Laboratorieanalyser
D019964	Mood Disorders	Affektiva störningar
D019965	Delirium, Dementia, Amnestic, Cognitive Disorders	Delirium, demens, kognitiva störningar med minnesförlust
D019966	Substance-Related Disorders	Missbruk
D019967	Schizophrenia and Disorders with Psychotic Features	Schizofreni och störningar med psykotiska drag
D019968	Sexual and Gender Disorders	Sexuella och könsidentitetsstörningar
D019969	Amphetamine-Related Disorders	Amfetaminmissbruk
D019970	Cocaine-Related Disorders	Kokainmissbruk
D019973	Alcohol-Related Disorders	Alkoholmissbruk
D019974	Pan paniscus	Pan paniscus
D019976	Cloning, Organism	Kloning, organism
D019980	Amoxicillin-Potassium Clavulanate Combination	Amoxicillin-kalium-klavulansyrakombination
D019981	Health Care Sector	Hälso- och sjukvårdssektor
D019982	Organizational Case Studies	Organisationsfall
D019983	Guideline Adherence	Följsamhet gentemot riktlinjer
D019984	Quality Indicators, Health Care	Kvalitetsindikatorer inom hälso- och sjukvård
D019985	Benchmarking	Benchmarking
D019986	Hearing Impaired Persons	Hörselskadade
D019987	Visually Impaired Persons	Synskadade
D019988	Disabled Children	Funktionshindrade barn
D019989	Mentally Disabled Persons	Förståndshandikappade
D019990	Perioperative Care	Perioperativ omhändertagande
D019991	Database [Publication Type]	Databas (Publikationstyp)
D019992	Databases	Databaser
D019995	Laboratory Chemicals	Laboratoriekemikalier
D019998	Racemases and Epimerases	Racemaser och epimeraser
D019999	Pharmaceutical Solutions	Farmaceutiska lösningar
D020000	Decision Support Systems, Clinical	Beslutsstödssystem, kliniska
D020001	1-Butanol	1-butanol
D020002	tert-Butyl Alcohol	Tertiär-butylalkohol
D020003	1-Octanol	1-oktanol
D020005	Propanols	Propanoler
D020007	Implants, Experimental	Implantat, experimentella
D020008	Delavirdine	Delavirdin
D020010	Heterosexuality	Heterosexualitet
D020011	Protective Agents	Skyddsmedel
D020013	Calcium Signaling	Kalciumsignalering
D020014	K562 Cells	K562-celler
D020016	Activated Protein C Resistance	Aktiverat protein C-resistens
D020018	Sexual Dysfunctions, Psychological	Psykosexuella störningar
D020019	Neurocysticercosis	Neurocysticerkos
D020022	Genetic Predisposition to Disease	Genetiska sjukdomsanlag
D020024	Leukotriene Antagonists	Leukotrienblockerare
D020025	Peroxisome Proliferators	Peroxisomproliferatorer
D020027	Pyrococcus furiosus	Pyrococcus furiosus
D020029	Base Pairing	Basparsbildning
D020030	Nitric Oxide Donors	Kväveoxiddonatorer
D020031	Epstein-Barr Virus Infections	Epstein-Barrvirusinfektioner
D020032	Tyrphostins	Tyrpostiner
D020033	Protein Isoforms	Proteinisoformer
D020034	Silicone Gels	Silikongeler
D020035	Holoenzymes	Holoenzymer
D020036	Onygenales	Onygenales
D020037	Sordariales	Sordariales
D020038	RNA, Spliced Leader	
D020040	Trans-Splicing	Trans-splitsning
D020042	Histiocytic Necrotizing Lymphadenitis	Histiocytisk nekrotiserande lymfadenit
D020043	Genes, Essential	Essentiella gener
D020045	Pfiesteria piscicida	Pfiesteria piscicida
D020047	Rectocele	Ändtarmsbråck
D020048	Blattellidae	Blattellidae
D020049	Isoptera	Isoptera
D020050	Mantodea	Mantodea
D020051	N-Acetylgalactosamine-4-Sulfatase	N-acetylgalaktosamin-4-sulfatas
D020058	Styrene	Styren
D020059	Cathepsin E	Katepsin E
D020061	Phthirus	Phthirus
D020062	Heteroptera	Heteroptera
D020063	Cimicidae	Cimicidae
D020064	Reduviidae	Reduviidae
D020065	Hepatopulmonary Syndrome	Hepatopulmonellt syndrom
D020066	Merozoite Surface Protein 1	Merozoitytprotein 1
D020068	Zygosaccharomyces	Zygosaccharomyces
D020069	Shoulder Pain	Skuldersmärta
D020070	Cervical Ripening	Livmoderöppning
D020071	Interspersed Repetitive Sequences	Gener, hoppande
D020072	Polyporales	Polyporales
D020073	Gravidity	Graviditetsantal
D020074	Lentinula	Lentinula
D020075	Phanerochaete	Phanerochaete
D020076	Pleurotus	Pleurotus
D020077	Endogenous Retroviruses	Endogena retrovirus
D020078	Neurogenic Inflammation	Neurogen inflammation
D020079	Terminal Repeat Sequences	
D020080	Tandem Repeat Sequences	Tandem upprepade sekvenser
D020081	Phyllachorales	Phyllacholares
D020082	Magnaporthe	Magnaporthe
D020083	Acquired Hyperostosis Syndrome	Förvärvat hyperostossynddrom
D020084	Long Interspersed Nucleotide Elements	L1-Element
D020085	Neocallimasticales	Neocallimasticales
D020086	Short Interspersed Nucleotide Elements	
D020087	Alu Elements	Alu-element
D020088	Neocallimastix	Neocallimastix
D020089	Piromyces	Piromyces
D020090	Chromosome Segregation	Kromosomsegregation
D020091	Entomophthorales	Entomophthorales
D020092	Conidiobolus	Conidiobolus
D020093	Cunninghamella	Cunninghamella
D020094	Mortierella	Mortierella
D020095	Absidia	Absidia
D020096	Zygomycosis	Zygomykos
D020097	Natriuretic Peptide, Brain	Natriuretisk peptid, hjärna
D020098	Natriuretic Peptide, C-Type	Natriuretisk peptid, C-typ
D020099	Coated Materials, Biocompatible	Biokompatibla belagda material
D020100	Hydrogels	Hydrogeler
D020101	Acrosome Reaction	Akrosomreaktion
D020102	Mycobacterium smegmatis	Mycobacterium smegmatis
D020103	Rhizomucor	Rhizomucor
D020104	Immunophilins	Immunfiliner
D020105	Milrinone	Milrinon
D020106	Acrylamide	Akrylamid
D020107	Troponin T	Troponin T
D020108	Nicorandil	Nikorandil
D020109	Devazepide	Devazepid
D020110	Pinacidil	Pinacidil
D020111	Aroclor 1254	Aroclor 1254
D020112	Rhodamine 123	Rodamin 123
D020113	Phenolphthalein	Fenolftalein
D020114	Rickettsia conorii	Rickettsia conorii
D020115	Pepsinogen C	Pepsinogen C
D020116	Pepsinogen A	Pepsinogen A
D020117	Cisapride	Cisaprid
D020118	Cupriavidus necator	Cupriavidus necator
D020120	Iodocyanopindolol	Jodocyanopindolol
D020121	5' Untranslated Regions	5`otolkade områden
D020122	tert-Butylhydroperoxide	
D020123	Sirolimus	Sirolimus
D020124	Thermotoga maritima	Thermotoga maritima
D020125	Mutation, Missense	Missensmutation
D020126	Brefeldin A	Brefeldin A
D020127	Recovery of Function	Funktionell återhämtning
D020128	Inhibitory Concentration 50	50 procent hämmande koncentration
D020130	Bacterial Chromatophores	Bakteriella kromatoforer
D020131	Genes, Duplicate	Duplikatgener
D020132	Anticipation, Genetic	Antecipation, genetisk
D020133	Reverse Transcriptase Polymerase Chain Reaction	Omvänt transkriptaspolymeraskedjereaktion
D020134	Catalytic Domain	Katalytisk domän
D020135	Peptide Nucleic Acids	Peptidnukleinsyror
D020136	Hydrogel	Hydrogel
D020137	Base Pair Mismatch	Basparsmissförhållanden
D020138	Hyperhomocysteinemia	Hyperhomocysteinemi
D020139	Gastroschisis	Gastroschis
D020140	Lysosomal Storage Diseases, Nervous System	Lysosomala upplagringssjukdomar, nervsystemet
D020141	Vascular Hemostatic Disorders	Vaskulära hemostatiska störningar
D020143	Gangliosidoses, GM2	Gangliosidoser, GM2
D020144	Basal Ganglia Cerebrovascular Disease	Cerebrovaskulär sjukdom, basalganglie
D020145	Basal Ganglia Hemorrhage	Basalganglieblödning
D020146	Putaminal Hemorrhage	Blödning i putamen
D020147	Coagulation Protein Disorders	Koagulationsproteinrubbningar
D020148	Butyric Acid	Smörsyra
D020149	Manganese Poisoning	Manganförgiftning
D020150	Chorea Gravidarum	Chorea gravidarum
D020151	Protein C Deficiency	Protein C-brist
D020152	Antithrombin III Deficiency	Antitrombin III-brist
D020155	3-Hydroxybutyric Acid	3-hydroxubutursyra
D020156	Salicylic Acid	Salicylsyra
D020157	Amino Acid Transport Disorders, Inborn	Aminosyratransportrubbningar, medfödda
D020158	Hyperglycinemia, Nonketotic	Hyperglykemi, icke-ketotisk
D020159	Citrullinemia	Citrullinemi
D020160	Sodium Benzoate	Natriumbensoat
D020161	Physical Chromosome Mapping	Fysisk genkartläggning
D020162	Hyperargininemia	Hyperargininemi
D020163	Ornithine Carbamoyltransferase Deficiency Disease	Ornitinkarbamoyltransferasbristsjukdom
D020164	Chemical Actions and Uses	Kemisk verkan och användingsområden
D020165	Carbamoyl-Phosphate Synthase I Deficiency Disease	Karbamolylfosfatsyntas I-bristsjukdom
D020167	Hyperlysinemias	Hyperlysinemier
D020168	P-Glycoprotein	P-glykoprotein
D020169	Caspases	Kaspaser
D020170	Caspase 1	Kaspas-1
D020171	Botrytis	Botrytis
D020172	Verticillium	Verticillium
D020176	Tyrosinemias	Tyrosinemier
D020177	Hypersomnolence, Idiopathic	Hypersomni, idiopatisk
D020178	Sleep Disorders, Circadian Rhythm	Sömnstörningar, dygnsrytm
D020179	Jet Lag Syndrome	Jetlag
D020180	Heteroduplex Analysis	Heteroduplexanalys
D020181	Sleep Apnea, Obstructive	Sömnapne, obstruktiv
D020182	Sleep Apnea, Central	Sömnapne, central
D020183	Nocturnal Paroxysmal Dystonia	Nattlig paroxysmal dystoni
D020184	Night Terrors	Nattskräck
D020185	Benzoic Acids	Bensoesyror
D020186	Sleep Bruxism	Tandgnissling under sömn
D020187	REM Sleep Behavior Disorder	Beteendestörningar, REM-sömn
D020188	Sleep Paralysis	Sömnparalys
D020189	Nocturnal Myoclonus Syndrome	Sömnmyokloni
D020190	Myoclonic Epilepsy, Juvenile	Myoklon epilepsi, juvenil
D020191	Myoclonic Epilepsies, Progressive	Myoklon epilepsi, progressiv
D020192	Lafora Disease	Lafora progressiv myoklon epilepsi
D020194	Unverricht-Lundborg Syndrome	Unverricht-Lundborgs syndrom
D020195	Epilepsy, Reflex	Epilepsi, reflexutlöst
D020196	Trauma, Nervous System	Nervsystemets skador
D020197	Head Injuries, Penetrating	Huvudskador, penetrerande
D020198	Intracranial Hemorrhage, Traumatic	Intrakraniell blödning, traumatisk
D020199	Hematoma, Subdural, Acute	Subduralblödning, akut
D020200	Hematoma, Subdural, Chronic	Subduralblödning, kronisk
D020201	Brain Hemorrhage, Traumatic	Hjärnblödning, traumatisk
D020202	Cerebral Hemorrhage, Traumatic	Cerebralt hematom, traumatiskt
D020203	Brain Stem Hemorrhage, Traumatic	Hjärnstamsblödning, traumatisk
D020204	Skull Fracture, Depressed	Skallfraktur, nedtryckt
D020205	Skull Fracture, Basilar	Skallbasfraktur
D020206	Subarachnoid Hemorrhage, Traumatic	Subaraknoidal blödning, traumatisk
D020207	Coma, Post-Head Injury	Koma, posttraumatisk
D020208	Brain Injury, Chronic	Hjärnskador, kroniska
D020209	Cranial Nerve Injuries	Hjärnnervskador
D020210	Central Cord Syndrome	Bröstryggmärgssyndrom
D020211	Autonomic Dysreflexia	Autonom dysreflexi
D020212	Carotid Artery Injuries	Halsartärskador
D020214	Cerebrovascular Trauma	Cerebrovaskulära skador
D020215	Carotid Artery, Internal, Dissection	Dissektion av inre halsartär
D020216	Carotid-Cavernous Sinus Fistula	Halsartär-sinus cavernosusfistel
D020217	Vertebral Artery Dissection	Vertebralisdissektion
D020218	Response Elements	Responselement
D020219	Chondrogenesis	Broskbildning
D020220	Facial Nerve Injuries	Facialisnervskador
D020221	Optic Nerve Injuries	Synnervsskador
D020222	Abducens Nerve Injury	Abducensnervskada
D020223	Chromosome Painting	Kromosomfärgning
D020224	Expressed Sequence Tags	Uttryckta genmarkörer
D020225	Sagittal Sinus Thrombosis	Sagittal sinustrombos
D020226	Cavernous Sinus Thrombosis	Sinus cavernosustrombos
D020227	Lateral Sinus Thrombosis	Lateral sinustrombos
